epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,15.2412,3.77298,5.00599,7.3353,1.82224,0,0,0,0,0,0.00038,0.08333,0.01687,0.00169,3.4068,4.08064,6.14442,1.69388,0,0.00063,0.00021,0.00063,0.00021,0.00063,0.00021,0.00063,0.00021
