epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,13.3219,3.7205,5.36619,7.35635,1.82244,0,0,0,0,0,0,0,0,0,3.86071,4.85788,6.55577,1.80883,0,0.00063,0.00021,0.00063,0.00021,0.00063,0.00021,0.00063,0.00021
